goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,보온성,퀄리티_점수,보온성_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic,작성자_norm,옵션키,세션,long_gap_review,그룹크기,action,dup_flag,is_base,kept_id
4969807,87166918,general,반갑스무디^,바지 색상이 너무 이쁘구요 시원하고 좋습니다 강추,5.0,False,INDIGO · M,168.0,73.0,남성,2026-08-27 15:52:06,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,M,INDIGO,2026,8,27,목,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,바지 색상이 너무 이쁘구요 시원하고 좋습니다 강추,바지색상이너무이쁘구요시원하고좋습니다강추,0,0,0,0,0,False,27,21,27,True,반갑스무디^,"('M', 'INDIGO')",0,False,2,keep,multi_type_unique,True,87166918
﻿4300993,87167679,general,진라면순한맛,색깔이 생각보다 예쁘고 핏도 예쁘네요.세일할때 사서 가격도 맘에 들어요.,5.0,False,MEDIUM,171.0,65.0,남성,2026-08-27 16:36:03,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 두께감: 적당함,False,0,travel,아우터,MEDIUM,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0,색깔이 생각보다 예쁘고 핏도 예쁘네요.세일할때 사서 가격도 맘에 들어요.,색깔이생각보다예쁘고핏도예쁘네요세일할때사서가격도맘에들어요,0,0,0,0,0,False,40,30,40,True,진라면순한맛,"('MEDIUM', None)",0,False,1,keep,unique,True,87167679
5911822,87167802,style,고명한크림캔버스,"밑단 스트링으로 기장과 핏을 자유롭게 조절할 수 있어서 편하고, 살짝 여유 있는 핏이라 활동하기에도 좋아요! 힙한 느낌까지 있어서 데일리로 입기 좋은 바지예요🖤",5.0,False,XS,158.0,47.0,여성,2026-08-27 16:41:44,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 신축성: 거의 없음,True,1,filluminate,하의,XS,,2026,8,27,목,5,응답,조금 큼,화면과 비슷,좋음,,,거의 없음,,4.0,,2.0,,,1.0,1.0,0.0,0.0,"밑단 스트링으로 기장과 핏을 자유롭게 조절할 수 있어서 편하고, 살짝 여유 있는 핏이라 활동하기에도 좋아요! 힙한 느낌까지 있어서 데일리로 입기 좋은 바지예요",밑단스트링으로기장과핏을자유롭게조절할수있어서편하고살짝여유있는핏이라활동하기에도좋아요힙한느낌까지있어서데일리로입기좋은바지예요,0,0,1,0,1,False,89,65,88,True,고명한크림캔버스,"('XS', None)",1,True,1,keep,unique,True,87167802
6564190,87167945,general,패션이란무엇이랴,기분 좋은 가격에 사서 좋았으나 물량 확보가 안된 상태로 구매가 이어져서ㅠ 7월에 시켰는데 이제야 도착했네요...ㅠ,3.0,False,MEDIUM,173.0,70.0,남성,2026-08-27 16:46:22,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,MEDIUM,,2026,8,27,목,3,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,기분 좋은 가격에 사서 좋았으나 물량 확보가 안된 상태로 구매가 이어져서ㅠ 7월에 시켰는데 이제야 도착했네요...ㅠ,기분좋은가격에사서좋았으나물량확보가안된상태로구매가이어져서7월에시켰는데이제야도착했네요,0,1,0,0,0,True,64,44,64,True,패션이란무엇이랴,"('MEDIUM', None)",0,False,1,keep,unique,True,87167945
6564192,87168461,general,애애ㅐㅇㅇㅇ,거즌 한달을 기다렸네요 정말 오마이갓 입니다 재질이랑 크기는 딱 좋아요,5.0,False,SMALL,154.0,47.0,여성,2026-08-27 17:11:44,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,SMALL,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,거즌 한달을 기다렸네요 정말 오마이갓 입니다 재질이랑 크기는 딱 좋아요,거즌한달을기다렸네요정말오마이갓입니다재질이랑크기는딱좋아요,0,0,0,0,0,False,39,30,39,True,애애ㅐㅇㅇㅇ,"('SMALL', None)",0,False,1,keep,unique,True,87168461
6564190,87168601,general,통비니,간편하고 바지 어떤 것과 입어도 다 잘어울릴 것 같아요,5.0,False,EXTRA LARGE,183.0,83.0,남성,2026-08-27 17:19:55,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,EXTRA LARGE,,2026,8,27,목,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,1.0,1.0,0.0,0.0,간편하고 바지 어떤 것과 입어도 다 잘어울릴 것 같아요,간편하고바지어떤것과입어도다잘어울릴것같아요,0,0,0,0,0,False,30,22,30,True,통비니,"('EXTRA LARGE', None)",0,False,1,keep,unique,True,87168601
﻿4969869,87168674,general,찬란한나폴리시크,옷 핏이이뻐 재구매했는데 배송이 너무 느립니다 교환한번에 2주넘게걸려 불편했네요,4.0,False,NAVY · L,176.0,81.0,남성,2026-08-27 17:23:55,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 많음,False,0,filluminate,상의,L,NAVY,2026,8,27,목,4,응답,조금 큼,화면과 비슷,좋음,많음,,,,4.0,,,,2.0,1.0,1.0,0.0,0.0,옷 핏이이뻐 재구매했는데 배송이 너무 느립니다 교환한번에 2주넘게걸려 불편했네요,옷핏이이뻐재구매했는데배송이너무느립니다교환한번에2주넘게걸려불편했네요,0,0,0,0,0,False,44,35,44,True,찬란한나폴리시크,"('L', 'NAVY')",0,False,1,keep,unique,True,87168674
6493135,87168754,general,낄낄러스,머슬핏이네요. 팔이 낍니다. 하지만 좋아요 근육있어보이니까,5.0,False,MELANGE GREY · L,186.0,87.0,남성,2026-08-27 17:28:52,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,L,MELANGE GREY,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,머슬핏이네요. 팔이 낍니다. 하지만 좋아요 근육있어보이니까,머슬핏이네요팔이낍니다하지만좋아요근육있어보이니까,0,0,0,0,0,False,32,25,32,True,낄낄러스,"('L', 'MELANGE GREY')",0,False,1,keep,unique,True,87168754
﻿1615829,87170352,style,Dudugee,좋아요 170에 56인 여자 기준 오버하게 좋아요  좀 마니 오버핏이라도고 볼 수 있을거 같아요 근데 전 만족합니다,5.0,False,그레이 · M,169.0,,여성,2026-08-27 19:10:19,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 퀄리티: 좋음,True,0,jemut,상의,M,그레이,2026,8,27,목,5,응답,조금 큼,화면과 비슷,좋음,,두꺼움,,,4.0,,,4.0,,1.0,1.0,0.0,0.0,좋아요 170에 56인 여자 기준 오버하게 좋아요 좀 마니 오버핏이라도고 볼 수 있을거 같아요 근데 전 만족합니다,좋아요170에56인여자기준오버하게좋아요좀마니오버핏이라도고볼수있을거같아요근데전만족합니다,0,0,0,0,0,False,64,42,63,True,Dudugee,"('M', '그레이')",0,False,1,keep,unique,True,87170352
1733275,87170362,style,Dudugee,좋아요 170에 56인 여자 기준 오버하게 좋아요  좀 마니 오버핏이라도고 볼 수 있을거 같아요 근데 전 만족합니다,5.0,False,다크그레이 · M,169.0,55.0,여성,2026-08-27 19:10:48,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 퀄리티: 보통,True,0,jemut,상의,M,다크그레이,2026,8,27,목,5,응답,조금 큼,화면과 비슷,보통,,두꺼움,,,3.0,,,4.0,,1.0,1.0,0.0,0.0,좋아요 170에 56인 여자 기준 오버하게 좋아요 좀 마니 오버핏이라도고 볼 수 있을거 같아요 근데 전 만족합니다,좋아요170에56인여자기준오버하게좋아요좀마니오버핏이라도고볼수있을거같아요근데전만족합니다,0,0,0,0,0,False,64,42,63,True,Dudugee,"('M', '다크그레이')",0,False,1,keep,unique,True,87170362
6564204,87171348,general,뉴---비,배송이 늦긴했지만 물건은 잘 받았어요 생각보다 옷에 무게감 있습니다,4.0,False,M,173.0,65.0,남성,2026-08-27 20:07:24,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,M,,2026,8,27,목,4,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,배송이 늦긴했지만 물건은 잘 받았어요 생각보다 옷에 무게감 있습니다,배송이늦긴했지만물건은잘받았어요생각보다옷에무게감있습니다,0,0,0,0,0,False,37,29,37,True,뉴---비,"('M', None)",0,False,1,keep,unique,True,87171348
5249256,87172881,general,판매해요,전에 그레이 구매하고 만족스러워서 검정도 구매했습니다.,5.0,False,BLACK · M,177.0,65.0,남성,2026-08-27 21:33:44,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,M,BLACK,2026,8,27,목,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,전에 그레이 구매하고 만족스러워서 검정도 구매했습니다.,전에그레이구매하고만족스러워서검정도구매했습니다,0,0,0,0,0,False,30,24,30,True,판매해요,"('M', 'BLACK')",0,False,2,keep,multi_type_unique,True,87172881
5249256,87172898,style,판매해요,아래 끈으로 조일 수 있어서 살짝 길게 사도 조여 입으면 됩니다. 그리고 편하고 핏도 괜찮아요.,5.0,False,BLACK · M,177.0,65.0,남성,2026-08-27 21:34:48,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,M,BLACK,2026,8,27,목,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,아래 끈으로 조일 수 있어서 살짝 길게 사도 조여 입으면 됩니다. 그리고 편하고 핏도 괜찮아요.,아래끈으로조일수있어서살짝길게사도조여입으면됩니다그리고편하고핏도괜찮아요,0,0,0,0,0,False,53,37,53,True,판매해요,"('M', 'BLACK')",0,False,2,keep,multi_type_unique,True,87172898
6708161,87172923,general,바아보,옷 소재도 부드럽고 얇아서  지금 날씨에 입기 딱 좋아요! 완전 추천!,5.0,False,WINE · S,160.0,63.0,여성,2026-08-27 21:35:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,S,WINE,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,옷 소재도 부드럽고 얇아서 지금 날씨에 입기 딱 좋아요! 완전 추천!,옷소재도부드럽고얇아서지금날씨에입기딱좋아요완전추천,0,0,2,0,0,False,39,26,38,True,바아보,"('S', 'WINE')",1,True,1,keep,unique,True,87172923
﻿3616470,87172978,general,민봉있,생각보다 더 두툼하네용 간절기옷인줄 알았는데 12월까지 입겠어요!,5.0,False,S,164.0,57.0,여성,2026-08-27 21:38:07,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 보온성: 적당함,True,0,filluminate,아우터,S,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,보통,,,,적당함,3.0,3.0,,,,0.0,0.0,0.0,0.0,생각보다 더 두툼하네용 간절기옷인줄 알았는데 12월까지 입겠어요!,생각보다더두툼하네용간절기옷인줄알았는데12월까지입겠어요,0,0,1,0,0,False,36,27,36,True,민봉있,"('S', None)",0,False,1,keep,unique,True,87172978
﻿6219046,87173000,general,롸프시몬스,무난하면서 포켓 디테일이 있고 흰티에 어울리는 하늘색 포켓이 맘에듭니다.,5.0,False,M,172.0,66.0,남성,2026-08-27 21:39:00,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 강함,False,0,travel,상의,M,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,강함,,,,4.0,3.0,,0.0,0.0,0.0,0.0,무난하면서 포켓 디테일이 있고 흰티에 어울리는 하늘색 포켓이 맘에듭니다.,무난하면서포켓디테일이있고흰티에어울리는하늘색포켓이맘에듭니다,0,0,0,0,0,False,40,31,40,True,롸프시몬스,"('M', None)",0,False,1,keep,unique,True,87173000
6564203,87173084,general,사랑스러운밤톨잉,배송은 오래걸렸지만 너무 만족하고 예쁩니다! 검정도 살걸 아쉬워요,5.0,False,S,150.0,40.0,여성,2026-08-27 21:42:45,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,S,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,배송은 오래걸렸지만 너무 만족하고 예쁩니다! 검정도 살걸 아쉬워요,배송은오래걸렸지만너무만족하고예쁩니다검정도살걸아쉬워요,0,0,1,0,0,False,36,28,36,True,사랑스러운밤톨잉,"('S', None)",0,False,1,keep,unique,True,87173084
4280525,87173120,general,남써니의무신사,자켓 핏이 착 붙고 따뜻해요! 여행 갈 때 꼭 챙길 거임!,5.0,False,SMALL,159.0,52.0,여성,2026-08-27 21:44:12,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 두께감: 적당함,False,0,travel,아우터,SMALL,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0,자켓 핏이 착 붙고 따뜻해요! 여행 갈 때 꼭 챙길 거임!,자켓핏이착붙고따뜻해요여행갈때꼭챙길거임,0,0,2,0,0,False,32,20,32,True,남써니의무신사,"('SMALL', None)",0,False,1,keep,unique,True,87173120
4694108,87173133,general,남써니의무신사,트랙 자켓 착용감이 좋고 디자인이 이쁘네요. 여름철에도 활용할 수 있을 것 같아요.,5.0,False,LARGE,173.0,70.0,남성,2026-08-27 21:44:30,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 두께감: 적당함,False,0,travel,아우터,LARGE,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0,트랙 자켓 착용감이 좋고 디자인이 이쁘네요. 여름철에도 활용할 수 있을 것 같아요.,트랙자켓착용감이좋고디자인이이쁘네요여름철에도활용할수있을것같아요,0,0,0,0,0,False,46,33,46,True,남써니의무신사,"('LARGE', None)",0,False,1,keep,unique,True,87173133
6708096,87173552,general,색다른합정일상룩,덥지만 팔만살짝접어 레이어드 나와서 좋숩니다 재질도 막덥지않네요,5.0,False,MELANGE GREY · M,181.0,70.0,남성,2026-08-27 21:59:22,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 거의 없음,True,0,filluminate,상의,M,MELANGE GREY,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,거의 없음,,,,2.0,3.0,,0.0,0.0,0.0,0.0,덥지만 팔만살짝접어 레이어드 나와서 좋숩니다 재질도 막덥지않네요,덥지만팔만살짝접어레이어드나와서좋숩니다재질도막덥지않네요,0,0,0,0,0,False,35,29,35,True,색다른합정일상룩,"('M', 'MELANGE GREY')",0,False,1,keep,unique,True,87173552
﻿3132887,87173600,general,느자구,데일리로 입기 좋고 잘산것같아요 사입을만한것같습니다,4.0,False,SMALL,172.0,56.0,missing,2026-08-27 22:00:52,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 두께감: 얇음 / 신축성: 거의 없음,False,0,travel,상의,SMALL,,2026,8,27,목,4,응답,조금 큼,밝음,,,얇음,거의 없음,,,,2.0,2.0,,1.0,1.0,1.0,1.0,데일리로 입기 좋고 잘산것같아요 사입을만한것같습니다,데일리로입기좋고잘산것같아요사입을만한것같습니다,0,0,0,0,0,False,28,24,28,True,느자구,"('SMALL', None)",0,False,1,keep,unique,True,87173600
3132888,87173621,general,명랑한하얀파자마,사이즈 딱 조아요 낙낙하니 이뻐요 한사이즈 크게 나왔다고 생각하심 될거같아요,5.0,False,MEDIUM,154.0,52.0,여성,2026-08-27 22:01:24,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,MEDIUM,,2026,8,27,목,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,1.0,1.0,0.0,0.0,사이즈 딱 조아요 낙낙하니 이뻐요 한사이즈 크게 나왔다고 생각하심 될거같아요,사이즈딱조아요낙낙하니이뻐요한사이즈크게나왔다고생각하심될거같아요,0,0,0,0,0,False,42,33,42,True,명랑한하얀파자마,"('MEDIUM', None)",0,False,1,keep,unique,True,87173621
1884943,87173631,general,남써니의무신사,핏도 좋고 소재도 부드러워요. 휴가에 딱 잘 어울리네요!,5.0,False,MEDIUM,173.0,68.0,남성,2026-08-27 22:01:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,MEDIUM,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,핏도 좋고 소재도 부드러워요. 휴가에 딱 잘 어울리네요!,핏도좋고소재도부드러워요휴가에딱잘어울리네요,0,0,1,0,0,False,31,22,31,True,남써니의무신사,"('MEDIUM', None)",0,False,1,keep,unique,True,87173631
3791988,87173845,general,바고양,"별로임 예전에 샀던 색상, 사이즈로 재구매했는데 완전 다른 상품이에요 잘못온줄 알고 택도 다시 확인해봄 사이즈 차이도 많이나고 노란끼가 너무 돌아서 이게 맞나 싶었음 반품 상품인지 뭔지 모르겠지만 퀄리티도 별로",1.0,False,S,166.0,55.0,여성,2026-08-27 22:09:04,사이즈: 조금 작음 / 화면 대비 색감: 밝음 / 퀄리티: 나쁨 / 신축성: 거의 없음,False,0,filluminate,하의,S,,2026,8,27,목,1,응답,조금 작음,밝음,나쁨,,,거의 없음,,2.0,,2.0,,,-1.0,1.0,1.0,1.0,"별로임 예전에 샀던 색상, 사이즈로 재구매했는데 완전 다른 상품이에요 잘못온줄 알고 택도 다시 확인해봄 사이즈 차이도 많이나고 노란끼가 너무 돌아서 이게 맞나 싶었음 반품 상품인지 뭔지 모르겠지만 퀄리티도 별로",별로임예전에샀던색상사이즈로재구매했는데완전다른상품이에요잘못온줄알고택도다시확인해봄사이즈차이도많이나고노란끼가너무돌아서이게맞나싶었음반품상품인지뭔지모르겠지만퀄리티도별로,0,0,0,0,0,False,117,88,117,True,바고양,"('S', None)",0,False,1,keep,unique,True,87173845
﻿5960848,87174347,general,ㄱㅎㅇ!,옷에서 비린내?가 너무 나서 놀랐어요 디자인은 예쁜데 냄새가 안빠져요,4.0,False,L,175.0,70.0,남성,2026-08-27 22:26:07,사이즈: 조금 작음 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 퀄리티: 나쁨,False,0,travel,아우터,L,,2026,8,27,목,4,응답,조금 작음,화면과 비슷,나쁨,,두꺼움,,,2.0,,,4.0,,-1.0,1.0,0.0,0.0,옷에서 비린내?가 너무 나서 놀랐어요 디자인은 예쁜데 냄새가 안빠져요,옷에서비린내가너무나서놀랐어요디자인은예쁜데냄새가안빠져요,0,0,0,1,0,False,38,29,38,True,ㄱㅎㅇ!,"('L', None)",0,False,1,keep,unique,True,87174347
3791988,87174708,general,힙페플,바지가 생각보다 얇아서 좋았고 소재도 좋은 느낌이라 좋았습니다. 다만 색이 생각보다 밝아서 제가 원하는 색은 아니였습니다..,3.0,False,M,178.0,80.0,남성,2026-08-27 22:40:31,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,M,,2026,8,27,목,3,응답,조금 큼,밝음,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,1.0,1.0,바지가 생각보다 얇아서 좋았고 소재도 좋은 느낌이라 좋았습니다. 다만 색이 생각보다 밝아서 제가 원하는 색은 아니였습니다..,바지가생각보다얇아서좋았고소재도좋은느낌이라좋았습니다다만색이생각보다밝아서제가원하는색은아니였습니다,0,0,0,0,0,False,69,51,69,True,힙페플,"('M', None)",0,False,1,keep,unique,True,87174708
4694108,87174797,general,선아ೀ,옷이 정말 예쁘고 가성비도 높아서 아주 마음에 듭니다!!,5.0,False,LARGE,162.0,52.0,missing,2026-08-27 22:45:07,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 두께감: 적당함,False,0,travel,아우터,LARGE,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,매우 좋음,,적당함,,,5.0,,,3.0,,0.0,0.0,0.0,0.0,옷이 정말 예쁘고 가성비도 높아서 아주 마음에 듭니다!!,옷이정말예쁘고가성비도높아서아주마음에듭니다,0,0,2,0,0,False,31,22,31,True,선아ೀ,"('LARGE', None)",0,False,1,keep,unique,True,87174797
﻿5748729,87174817,general,선아ೀ,옷이 정말 예쁘고 가성비도 높아서 아주 마음에 듭니다!!,5.0,False,MEIDUM,162.0,52.0,missing,2026-08-27 22:45:50,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 매우 좋음,False,0,travel,아우터,MEDIUM,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,매우 좋음,,적당함,,,5.0,,,3.0,,0.0,0.0,0.0,0.0,옷이 정말 예쁘고 가성비도 높아서 아주 마음에 듭니다!!,옷이정말예쁘고가성비도높아서아주마음에듭니다,0,0,2,0,0,False,31,22,31,True,선아ೀ,"('MEDIUM', None)",0,False,1,keep,unique,True,87174817
﻿4694112,87174856,general,선아ೀ,정말 예쁘고 가성비도 높아서 아주 마음에 듭니다!!,5.0,False,SMALL,162.0,52.0,missing,2026-08-27 22:47:13,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 두께감: 적당함,False,0,travel,아우터,SMALL,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,매우 좋음,,적당함,,,5.0,,,3.0,,0.0,0.0,0.0,0.0,정말 예쁘고 가성비도 높아서 아주 마음에 듭니다!!,정말예쁘고가성비도높아서아주마음에듭니다,0,0,2,0,0,False,28,20,28,True,선아ೀ,"('SMALL', None)",0,False,1,keep,unique,True,87174856
3791988,87175118,general,공손한세종반폴라,핏 진짜 예쁩니다 ㅠㅠ 진짜 인생 청바지인거 같아요 강추입니다,5.0,False,M,174.0,65.0,missing,2026-08-27 22:56:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 신축성: 매우 강함,False,0,filluminate,하의,M,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,매우 좋음,,,매우 강함,,5.0,,5.0,,,0.0,0.0,0.0,0.0,핏 진짜 예쁩니다 ㅠㅠ 진짜 인생 청바지인거 같아요 강추입니다,핏진짜예쁩니다진짜인생청바지인거같아요강추입니다,0,2,0,0,0,False,34,24,34,True,공손한세종반폴라,"('M', None)",0,False,1,keep,unique,True,87175118
﻿1884943,87175208,general,다이아몬드_b24a365,핏이 너무 예쁘고 편해요. 간절기에는 꼭 필요할 것 같아요!,5.0,False,MEDIUM,162.0,58.0,여성,2026-08-27 23:01:06,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,MEDIUM,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,핏이 너무 예쁘고 편해요. 간절기에는 꼭 필요할 것 같아요!,핏이너무예쁘고편해요간절기에는꼭필요할것같아요,0,0,1,0,0,False,33,23,33,True,다이아몬드_b24a365,"('MEDIUM', None)",0,False,1,keep,unique,True,87175208
﻿3791889,87175443,general,leeebh,배송 빠르고 잘 안 구겨지고 재질 좋은데 생각보다 많이 크네요,4.0,False,M,170.0,70.0,남성,2026-08-27 23:13:11,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,M,,2026,8,27,목,4,응답,많이 큼,화면과 비슷,보통,거의 없음,,,,3.0,,,,4.0,2.0,2.0,0.0,0.0,배송 빠르고 잘 안 구겨지고 재질 좋은데 생각보다 많이 크네요,배송빠르고잘안구겨지고재질좋은데생각보다많이크네요,0,0,0,0,0,False,34,25,34,True,leeebh,"('M', None)",0,False,1,keep,unique,True,87175443
﻿3791890,87175448,general,leeebh,배송 빠르고 잘 안 구겨지고 재질 좋은데 생각보다 많이 크네요,4.0,False,M,170.0,70.0,남성,2026-08-27 23:13:38,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,M,,2026,8,27,목,4,응답,많이 큼,화면과 비슷,보통,거의 없음,,,,3.0,,,,4.0,2.0,2.0,0.0,0.0,배송 빠르고 잘 안 구겨지고 재질 좋은데 생각보다 많이 크네요,배송빠르고잘안구겨지고재질좋은데생각보다많이크네요,0,0,0,0,0,False,34,25,34,True,leeebh,"('M', None)",0,False,1,keep,unique,True,87175448
﻿5960795,87175833,general,저명한명동팬츠,사진과 비슷하고 실제로 입었을 때 하트 로고가 눈에 엄청 띄거나 부담스럽지 않아요,5.0,False,M,178.0,65.0,남성,2026-08-27 23:33:37,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,False,0,travel,상의,M,,2026,8,27,목,5,응답,정사이즈,화면과 비슷,,,얇음,적당함,,,,3.0,2.0,,0.0,0.0,0.0,0.0,사진과 비슷하고 실제로 입었을 때 하트 로고가 눈에 엄청 띄거나 부담스럽지 않아요,사진과비슷하고실제로입었을때하트로고가눈에엄청띄거나부담스럽지않아요,0,0,0,0,0,False,45,34,45,True,저명한명동팬츠,"('M', None)",0,False,1,keep,unique,True,87175833
