goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,보온성,퀄리티_점수,보온성_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic,작성자_norm,옵션키,세션,long_gap_review,그룹크기,action,dup_flag,is_base,kept_id
﻿1884480,87122352,general,치로플,"치수는 정사이즈인거같아요. 반팔,반바지는 치수 기준에 맞춰서 사는편인데 예상한 핏 그대로 였습니다!",5.0,False,코스모 카키 · L,171.0,68.0,남성,2026-08-25 10:10:36,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,jemut,하의,L,코스모 카키,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,"치수는 정사이즈인거같아요. 반팔,반바지는 치수 기준에 맞춰서 사는편인데 예상한 핏 그대로 였습니다!",치수는정사이즈인거같아요반팔반바지는치수기준에맞춰서사는편인데예상한핏그대로였습니다,0,0,1,0,0,False,55,42,55,True,치로플,"('L', '코스모 카키')",0,False,1,keep,unique,True,87122352
﻿3181951,87122589,general,데카레모니,남편 입혔는데 예뻐요 175cm 110kg 장사체형인데 몸의 장점만 살아나는 예쁜핏입니당 덩치 큰 분들 강추!,5.0,False,다크네이비 · XL,154.0,55.0,여성,2026-08-25 10:31:10,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 신축성: 적당함,False,0,jemut,상의,XL,다크네이비,2026,8,25,화,5,응답,조금 큼,화면과 비슷,,,두꺼움,적당함,,,,3.0,4.0,,1.0,1.0,0.0,0.0,남편 입혔는데 예뻐요 175cm 110kg 장사체형인데 몸의 장점만 살아나는 예쁜핏입니당 덩치 큰 분들 강추!,남편입혔는데예뻐요175cm110kg장사체형인데몸의장점만살아나는예쁜핏입니당덩치큰분들강추,0,0,1,0,0,False,61,37,61,True,데카레모니,"('XL', '다크네이비')",0,False,1,keep,unique,True,87122589
﻿3244829,87122664,general,초밥콩밥,색을 2가지 고를 수 있는점이 좋았구요 사이즈 편안함 신축성 가성비 등 모든 면에서 좋았던 것 같습니다 앞으로도 편안하게 자주 착용할 것 같아요!!,5.0,False,차콜 · 2XL,180.0,74.0,남성,2026-08-25 10:37:23,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,jemut,하의,2XL,차콜,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,색을 2가지 고를 수 있는점이 좋았구요 사이즈 편안함 신축성 가성비 등 모든 면에서 좋았던 것 같습니다 앞으로도 편안하게 자주 착용할 것 같아요!!,색을2가지고를수있는점이좋았구요사이즈편안함신축성가성비등모든면에서좋았던것같습니다앞으로도편안하게자주착용할것같아요,0,0,2,0,0,False,82,58,82,True,초밥콩밥,"('2XL', '차콜')",0,False,1,keep,unique,True,87122664
﻿6219034,87123125,style,애옹ㅆ,트래블 반팔티 좋아해서 종종 사는데 프린팅도 맘에들고 두께도 얇아서 맘에 들어요,5.0,False,LARGE,157.0,44.0,여성,2026-08-25 11:11:42,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,LARGE,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,트래블 반팔티 좋아해서 종종 사는데 프린팅도 맘에들고 두께도 얇아서 맘에 들어요,트래블반팔티좋아해서종종사는데프린팅도맘에들고두께도얇아서맘에들어요,0,0,0,0,0,False,44,34,44,True,애옹ㅆ,"('LARGE', None)",0,False,1,keep,unique,True,87123125
4969807,87123400,general,Naughty,실제로 받아보니 소재감이 생각보다 좋았어요. 피부에 닿는 느낌도 편하고 마감도 깔끔해서 자주 입을 것 같습니다.,5.0,False,BEIGE · M,174.0,65.0,남성,2026-08-25 11:35:17,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,M,BEIGE,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,실제로 받아보니 소재감이 생각보다 좋았어요. 피부에 닿는 느낌도 편하고 마감도 깔끔해서 자주 입을 것 같습니다.,실제로받아보니소재감이생각보다좋았어요피부에닿는느낌도편하고마감도깔끔해서자주입을것같습니다,0,0,0,0,0,False,62,46,62,True,Naughty,"('M', 'BEIGE')",0,False,1,keep,unique,True,87123400
﻿6083611,87124053,style,뀨1꺄,세일할 때 저렴하게 구매해써요~~ 질도 좋고 프린팅 ㅇ귀엽습니당,4.0,False,XL,184.0,80.0,여성,2026-08-25 12:29:43,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,XL,,2026,8,25,화,4,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,세일할 때 저렴하게 구매해써요~~ 질도 좋고 프린팅 ㅇ귀엽습니당,세일할때저렴하게구매해써요질도좋고프린팅귀엽습니당,0,0,0,0,0,False,35,25,35,True,뀨1꺄,"('XL', None)",0,False,1,keep,unique,True,87124053
﻿6338105,87125065,style,꼬롭자,색상이 너무 마음에 드는 색상이라 여름 내내 교복처럼 입고다녔습니다~!,5.0,False,브라운 · L,173.0,77.0,남성,2026-08-25 13:41:39,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,jemut,하의,L,브라운,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,색상이 너무 마음에 드는 색상이라 여름 내내 교복처럼 입고다녔습니다~!,색상이너무마음에드는색상이라여름내내교복처럼입고다녔습니다,0,0,1,0,0,False,39,29,39,True,꼬롭자,"('L', '브라운')",0,False,1,keep,unique,True,87125065
6708161,87125262,style,차려입은블루초커,그냥 입으면 미니멀한 스트라이프 티셔츠인데 롤업 부분이 그레이로 되어 있어서 깔끔하게 포인트 주기 좋습니다,5.0,False,WINE · L,179.0,72.0,남성,2026-08-25 13:52:28,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 신축성: 적당함,True,2,filluminate,상의,L,WINE,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,두꺼움,적당함,,,,3.0,4.0,,0.0,0.0,0.0,0.0,그냥 입으면 미니멀한 스트라이프 티셔츠인데 롤업 부분이 그레이로 되어 있어서 깔끔하게 포인트 주기 좋습니다,그냥입으면미니멀한스트라이프티셔츠인데롤업부분이그레이로되어있어서깔끔하게포인트주기좋습니다,0,0,0,0,0,False,59,46,59,True,차려입은블루초커,"('L', 'WINE')",0,False,1,keep,unique,True,87125262
3791988,87125387,general,pp_arkk,예뻐요! 핏도 나쁘지도 않고 적당하고 길이도 정사이즈 입니다,5.0,False,M,170.0,70.0,남성,2026-08-25 13:59:20,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,M,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,예뻐요! 핏도 나쁘지도 않고 적당하고 길이도 정사이즈 입니다,예뻐요핏도나쁘지도않고적당하고길이도정사이즈입니다,0,0,1,0,0,False,33,25,33,True,pp_arkk,"('M', None)",0,False,1,keep,unique,True,87125387
﻿3826330,87125569,general,그100004,사이즈 s랑 m고민 했는데 m하니까 허리가 널널해요 벙벙한 핏입니다 색감은 실제가 더 예뻐요 화사합니다  예뻐요,5.0,False,MEDIUM,164.0,60.0,여성,2026-08-25 14:11:25,사이즈: 정사이즈 / 화면 대비 색감: 밝음 / 퀄리티: 좋음 / 신축성: 거의 없음,True,0,travel,하의,MEDIUM,,2026,8,25,화,5,응답,정사이즈,밝음,좋음,,,거의 없음,,4.0,,2.0,,,0.0,0.0,1.0,1.0,사이즈 s랑 m고민 했는데 m하니까 허리가 널널해요 벙벙한 핏입니다 색감은 실제가 더 예뻐요 화사합니다 예뻐요,사이즈s랑m고민했는데m하니까허리가널널해요벙벙한핏입니다색감은실제가더예뻐요화사합니다예뻐요,0,0,0,0,0,False,62,44,61,True,그100004,"('MEDIUM', None)",0,False,1,keep,unique,True,87125569
6708096,87125574,general,ykd_02,두툼한 원단이라 덩치가 작아보이지 않아서 좋아요. 하나의 옷으로 레이어드 효과까지 좋아요,5.0,False,BLACK · M,162.0,56.0,남성,2026-08-25 14:11:43,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 신축성: 적당함,False,0,filluminate,상의,M,BLACK,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,두꺼움,적당함,,,,3.0,4.0,,0.0,0.0,0.0,0.0,두툼한 원단이라 덩치가 작아보이지 않아서 좋아요. 하나의 옷으로 레이어드 효과까지 좋아요,두툼한원단이라덩치가작아보이지않아서좋아요하나의옷으로레이어드효과까지좋아요,0,0,0,0,0,False,49,38,49,True,ykd_02,"('M', 'BLACK')",0,False,1,keep,unique,True,87125574
﻿3826332,87125609,general,그100004,색감은 실제가 조금 더 밝으며 예뻐요 길이도 무릎 밑이고 허리밴드도 두텁고 쫄리는 스타일은 아닙니다 저는 널널해요 다만 핏이 좀 벙벙해서 재구매 한다면 이번에는 s로 구매해볼거같아요 트래블 상품은 질이며 마감이며 너무 좋아서 아묻따,5.0,False,MEDIUM,164.0,60.0,여성,2026-08-25 14:14:00,사이즈: 정사이즈 / 화면 대비 색감: 밝음 / 퀄리티: 좋음 / 신축성: 거의 없음,True,0,travel,하의,MEDIUM,,2026,8,25,화,5,응답,정사이즈,밝음,좋음,,,거의 없음,,4.0,,2.0,,,0.0,0.0,1.0,1.0,색감은 실제가 조금 더 밝으며 예뻐요 길이도 무릎 밑이고 허리밴드도 두텁고 쫄리는 스타일은 아닙니다 저는 널널해요 다만 핏이 좀 벙벙해서 재구매 한다면 이번에는 s로 구매해볼거같아요 트래블 상품은 질이며 마감이며 너무 좋아서 아묻따,색감은실제가조금더밝으며예뻐요길이도무릎밑이고허리밴드도두텁고쫄리는스타일은아닙니다저는널널해요다만핏이좀벙벙해서재구매한다면이번에는s로구매해볼거같아요트래블상품은질이며마감이며너무좋아서아묻따,0,0,0,0,0,False,129,97,129,True,그100004,"('MEDIUM', None)",0,False,1,keep,unique,True,87125609
3791988,87126166,general,깡두96,핏은 ㄱㅊ은거 같은데 전체적으로 허리가 작게나오고 기장이 좀 짧은감이 없지않아 있어요 그래도 만족!,5.0,False,L,178.0,76.0,남성,2026-08-25 14:51:01,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 전혀 없음,True,0,filluminate,하의,L,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,전혀 없음,,3.0,,1.0,,,0.0,0.0,0.0,0.0,핏은 ㄱㅊ은거 같은데 전체적으로 허리가 작게나오고 기장이 좀 짧은감이 없지않아 있어요 그래도 만족!,핏은은거같은데전체적으로허리가작게나오고기장이좀짧은감이없지않아있어요그래도만족,0,0,1,0,0,False,55,40,55,True,깡두96,"('L', None)",0,False,2,keep,multi_type_dup,True,87126166
3791990,87126434,general,상큼한옥색캡슐,깔끔하고 재질이 좋아요. 약간 허리가 큰 느낌이 있지만 굳,5.0,False,L,172.0,70.0,남성,2026-08-25 15:10:07,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,L,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,깔끔하고 재질이 좋아요. 약간 허리가 큰 느낌이 있지만 굳,깔끔하고재질이좋아요약간허리가큰느낌이있지만굳,0,0,0,0,0,False,32,23,32,True,상큼한옥색캡슐,"('L', None)",0,False,1,keep,unique,True,87126434
3791990,87126819,general,당당한라임틴트,생각보다 많이 얇아서 여름에 입어도 될 것 같아요 그리고 허리가 커서 밑위부분이 길어보여서 꼭 접어입어야해요ㅠ,4.0,False,XS,155.0,44.0,여성,2026-08-25 15:34:29,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 전혀 없음,False,0,filluminate,하의,XS,,2026,8,25,화,4,응답,조금 큼,화면과 비슷,보통,,,전혀 없음,,3.0,,1.0,,,1.0,1.0,0.0,0.0,생각보다 많이 얇아서 여름에 입어도 될 것 같아요 그리고 허리가 커서 밑위부분이 길어보여서 꼭 접어입어야해요ㅠ,생각보다많이얇아서여름에입어도될것같아요그리고허리가커서밑위부분이길어보여서꼭접어입어야해요,0,1,0,0,0,False,61,46,61,True,당당한라임틴트,"('XS', None)",0,False,1,keep,unique,True,87126819
4055254,87127070,style,곰팅이3,생각보다 어깨라인이 좀 어깨 커보이는 라인이라 당황했지만 길들이면 ㄱㅊ을거같아서 잘입을것같아요 너무오버핏이아니어서 스트 체형도 잘 입을수있음 무엇보다 프린팅디자인귀여워요,5.0,False,SMALL,159.0,60.0,여성,2026-08-25 17:55:50,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,SMALL,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,생각보다 어깨라인이 좀 어깨 커보이는 라인이라 당황했지만 길들이면 ㄱㅊ을거같아서 잘입을것같아요 너무오버핏이아니어서 스트 체형도 잘 입을수있음 무엇보다 프린팅디자인귀여워요,생각보다어깨라인이좀어깨커보이는라인이라당황했지만길들이면을거같아서잘입을것같아요너무오버핏이아니어서스트체형도잘입을수있음무엇보다프린팅디자인귀여워요,0,0,0,0,0,False,94,76,94,True,곰팅이3,"('SMALL', None)",0,False,1,keep,unique,True,87127070
6708161,87127239,general,풍부한체코플라워,살짝 얇은 원단에 빨래하면 줄어드는게 좀 있어서 어깨나 배나온거 때문에 특정 부위만 늘어날거 생각하면 한치수 크게 입는걸 추천드려요,5.0,False,BLACK · M,177.0,74.0,남성,2026-08-25 15:57:34,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,False,0,filluminate,상의,M,BLACK,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,얇음,적당함,,,,3.0,2.0,,0.0,0.0,0.0,0.0,살짝 얇은 원단에 빨래하면 줄어드는게 좀 있어서 어깨나 배나온거 때문에 특정 부위만 늘어날거 생각하면 한치수 크게 입는걸 추천드려요,살짝얇은원단에빨래하면줄어드는게좀있어서어깨나배나온거때문에특정부위만늘어날거생각하면한치수크게입는걸추천드려요,0,0,0,0,0,False,73,56,73,True,풍부한체코플라워,"('M', 'BLACK')",0,False,1,keep,unique,True,87127239
994588,87128221,general,도도한인천포멀룩,샴브레이 로 구입하실거면 다른거 구입하세요. 옥스포드 같아요. 마6%첨가로는..... .,4.0,False,M(린넨),173.0,73.0,남성,2026-08-25 16:39:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,M,(린넨),2026,8,25,화,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,샴브레이 로 구입하실거면 다른거 구입하세요. 옥스포드 같아요. 마6%첨가로는... .,샴브레이로구입하실거면다른거구입하세요옥스포드같아요마6첨가로는,0,0,0,0,0,True,49,31,47,True,도도한인천포멀룩,"('M', '(린넨)')",0,False,1,keep,unique,True,87128221
﻿5911789,87128792,general,깊은이태원뽀글이,생각보다 바지가 여유있는 핏이고 색상은 약간 노란빛 베이지라고 해야할까요... 황토색 느낌이 많이 나요. 이상한듯한데 또 어울리는듯도하고... ㅎ 여튼 일반 베이지라고하기엔 많이 노란빛이 돌아요. 기장은 172키에 딱이고 완전 얇은 원단이 후들거린다기보단 힘이 있으면서 촉감은 부들부들해서 기분이 좋아요.  더운 한여름 날씨 빼고 4계절 두루 입을수 있을것같네요,4.0,False,BEIGE · S,172.0,62.0,남성,2026-08-25 17:09:45,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 퀄리티: 보통 / 신축성: 전혀 없음,True,0,filluminate,하의,S,BEIGE,2026,8,25,화,4,응답,조금 큼,어두움,보통,,,전혀 없음,,3.0,,1.0,,,1.0,1.0,-1.0,1.0,생각보다 바지가 여유있는 핏이고 색상은 약간 노란빛 베이지라고 해야할까요... 황토색 느낌이 많이 나요. 이상한듯한데 또 어울리는듯도하고... ㅎ 여튼 일반 베이지라고하기엔 많이 노란빛이 돌아요. 기장은 172키에 딱이고 완전 얇은 원단이 후들거린다기보단 힘이 있으면서 촉감은 부들부들해서 기분이 좋아요. 더운 한여름 날씨 빼고 4계절 두루 입을수 있을것같네요,생각보다바지가여유있는핏이고색상은약간노란빛베이지라고해야할까요황토색느낌이많이나요이상한듯한데또어울리는듯도하고여튼일반베이지라고하기엔많이노란빛이돌아요기장은172키에딱이고완전얇은원단이후들거린다기보단힘이있으면서촉감은부들부들해서기분이좋아요더운한여름날씨빼고4계절두루입을수있을것같네요,1,0,0,0,0,True,202,144,201,True,깊은이태원뽀글이,"('S', 'BEIGE')",0,False,1,keep,unique,True,87128792
3791988,87129416,general,신사될사람,밑위 부분이 좀 긴거같긴한데 그래도 이정도면 괜찮네요,5.0,False,XL,181.0,85.0,남성,2026-08-25 17:39:19,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,XL,,2026,8,25,화,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,밑위 부분이 좀 긴거같긴한데 그래도 이정도면 괜찮네요,밑위부분이좀긴거같긴한데그래도이정도면괜찮네요,0,0,0,0,0,False,29,23,29,True,신사될사람,"('XL', None)",0,False,1,keep,unique,True,87129416
﻿3182325,87129864,general,열쇠,잘 받았습니다  물건을 좋은날 잘 받아서 기쁘게 사용할 것 같습니다  다시 좋은 기회에 구매할 것 같아요,5.0,False,SMALL,174.0,65.0,남성,2026-08-25 17:57:30,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,SMALL,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,잘 받았습니다 물건을 좋은날 잘 받아서 기쁘게 사용할 것 같습니다 다시 좋은 기회에 구매할 것 같아요,잘받았습니다물건을좋은날잘받아서기쁘게사용할것같습니다다시좋은기회에구매할것같아요,0,0,0,0,0,False,58,41,56,True,열쇠,"('SMALL', None)",0,False,1,keep,unique,True,87129864
6708161,87130039,general,.?ㅈ느,재질이 부드럽고 스타일링하기도 젛은 재품이에요,5.0,False,NAVY · M,170.0,70.0,남성,2026-08-25 18:06:19,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,NAVY,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,재질이 부드럽고 스타일링하기도 젛은 재품이에요,재질이부드럽고스타일링하기도젛은재품이에요,0,0,0,0,0,False,25,21,25,True,.?ㅈ느,"('M', 'NAVY')",0,False,1,keep,unique,True,87130039
2913656,87130393,general,대담한금색패턴,필루미네이트 후드티 지금도 에어컨 바람 심할때에는 입을 수 있어요 중학생아이 사줬는데 아이가 좋아합니다 저렴하게 구매한것 같아서 만족합니다,4.0,False,MELANGE GREY / S,159.0,53.0,여성,2026-08-25 18:23:25,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 보통,True,0,filluminate,상의,S,MELANGE GREY,2026,8,25,화,4,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0,필루미네이트 후드티 지금도 에어컨 바람 심할때에는 입을 수 있어요 중학생아이 사줬는데 아이가 좋아합니다 저렴하게 구매한것 같아서 만족합니다,필루미네이트후드티지금도에어컨바람심할때에는입을수있어요중학생아이사줬는데아이가좋아합니다저렴하게구매한것같아서만족합니다,0,0,0,0,0,False,77,61,77,True,대담한금색패턴,"('S', 'MELANGE GREY')",0,False,1,keep,unique,True,87130393
3792018,87130426,general,세일중인퀸스나시,상품성이 너무 좋아서 좋은가격에 하나 더 구입했어요.,5.0,False,XS,173.0,67.0,남성,2026-08-25 18:25:19,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,XS,,2026,8,25,화,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,상품성이 너무 좋아서 좋은가격에 하나 더 구입했어요.,상품성이너무좋아서좋은가격에하나더구입했어요,0,0,0,0,0,False,29,22,29,True,세일중인퀸스나시,"('XS', None)",0,False,1,keep,unique,True,87130426
3791988,87130894,general,빽둘,기대 안 했는데 진짜 맘에들어요!! 색상이랑 핏도 사진이랑 비슷해요 근데 냄새는 살짝 나요,5.0,False,L,183.0,72.0,남성,2026-08-25 18:48:24,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 신축성: 적당함,True,0,filluminate,하의,L,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,매우 좋음,,,적당함,,5.0,,3.0,,,0.0,0.0,0.0,0.0,기대 안 했는데 진짜 맘에들어요!! 색상이랑 핏도 사진이랑 비슷해요 근데 냄새는 살짝 나요,기대안했는데진짜맘에들어요색상이랑핏도사진이랑비슷해요근데냄새는살짝나요,0,0,2,0,0,False,50,36,50,True,빽둘,"('L', None)",0,False,1,keep,unique,True,87130894
6493135,87130904,general,귀여운발리코디팁,원단이 좋고 색감이 좋습니다. 팔 부분은 살짝 타이트해요,4.0,False,MELANGE GREY · S,170.0,67.0,남성,2026-08-25 18:48:43,사이즈: 정사이즈 / 화면 대비 색감: 어두움 / 두께감: 적당함 / 신축성: 강함,True,0,filluminate,상의,S,MELANGE GREY,2026,8,25,화,4,응답,정사이즈,어두움,,,적당함,강함,,,,4.0,3.0,,0.0,0.0,-1.0,1.0,원단이 좋고 색감이 좋습니다. 팔 부분은 살짝 타이트해요,원단이좋고색감이좋습니다팔부분은살짝타이트해요,0,0,0,0,0,False,31,23,31,True,귀여운발리코디팁,"('S', 'MELANGE GREY')",0,False,1,keep,unique,True,87130904
6322928,87130982,general,귀여운발리코디팁,부드럽고 허리가 고무줄이라 편리합니다. 색깔이 이뻐요,5.0,False,S,170.0,67.0,남성,2026-08-25 18:52:15,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 퀄리티: 좋음 / 신축성: 강함,True,0,filluminate,하의,S,,2026,8,25,화,5,응답,조금 큼,밝음,좋음,,,강함,,4.0,,4.0,,,1.0,1.0,1.0,1.0,부드럽고 허리가 고무줄이라 편리합니다. 색깔이 이뻐요,부드럽고허리가고무줄이라편리합니다색깔이이뻐요,0,0,0,0,0,False,29,23,29,True,귀여운발리코디팁,"('S', None)",0,False,1,keep,unique,True,87130982
﻿994600,87131026,general,귀여운발리코디팁,올곧은 원단이고 여름보다는 가을이나 봄에 입기에 적당해요,4.0,False,S(옥스포드),170.0,67.0,남성,2026-08-25 18:54:09,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,S,(옥스포드),2026,8,25,화,4,응답,조금 큼,어두움,좋음,거의 없음,,,,4.0,,,,4.0,1.0,1.0,-1.0,1.0,올곧은 원단이고 여름보다는 가을이나 봄에 입기에 적당해요,올곧은원단이고여름보다는가을이나봄에입기에적당해요,0,0,0,0,0,False,31,25,31,True,귀여운발리코디팁,"('S', '(옥스포드)')",0,False,1,keep,unique,True,87131026
3791891,87131173,general,깨끗한광주골지,옷이 편하고 생각했던거 보다 고급스러워요!!! 색상도 이쁘고요 어느 옷이랑도 잘어울려요,5.0,False,XL,184.0,110.0,남성,2026-08-25 19:02:09,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,,4.0,0.0,0.0,0.0,0.0,옷이 편하고 생각했던거 보다 고급스러워요!!! 색상도 이쁘고요 어느 옷이랑도 잘어울려요,옷이편하고생각했던거보다고급스러워요색상도이쁘고요어느옷이랑도잘어울려요,0,0,3,0,0,True,48,36,48,True,깨끗한광주골지,"('XL', None)",0,False,1,keep,unique,True,87131173
6493132,87131299,general,러블리한파랑굿즈,무난하게입기좋은기본티 부담스럽게붙지않아서좋아요,5.0,False,BLACK · XL,181.0,87.0,남성,2026-08-25 19:07:21,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,XL,BLACK,2026,8,25,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,무난하게입기좋은기본티 부담스럽게붙지않아서좋아요,무난하게입기좋은기본티부담스럽게붙지않아서좋아요,0,0,0,0,0,False,25,24,25,True,러블리한파랑굿즈,"('XL', 'BLACK')",0,False,1,keep,unique,True,87131299
﻿6109125,87131610,general,독특한청색뷰티,가을뮤트에게 예쁜 채도낮은 탁한연두 느낌입니다  생각보다 산뜻한 느낌이고 여름 걸치는용도 + 캐주얼 셔츠로도 활용도가 높아요! 구김이 티가안나는 재질이라 아주 만족합니다 핏은 약간 오버사이즈에 소매가 길어요!,5.0,False,S,164.0,55.0,여성,2026-08-25 19:20:27,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,S,,2026,8,25,화,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,,4.0,0.0,0.0,0.0,0.0,가을뮤트에게 예쁜 채도낮은 탁한연두 느낌입니다 생각보다 산뜻한 느낌이고 여름 걸치는용도 + 캐주얼 셔츠로도 활용도가 높아요! 구김이 티가안나는 재질이라 아주 만족합니다 핏은 약간 오버사이즈에 소매가 길어요!,가을뮤트에게예쁜채도낮은탁한연두느낌입니다생각보다산뜻한느낌이고여름걸치는용도캐주얼셔츠로도활용도가높아요구김이티가안나는재질이라아주만족합니다핏은약간오버사이즈에소매가길어요,0,0,2,0,0,False,116,88,115,True,독특한청색뷰티,"('S', None)",0,False,1,keep,unique,True,87131610
