goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,색감,퀄리티_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,색감_편차,색감_편차절대
994588,85875873,general,관악구꿀주먹,아 여름에 입기에는 좀 더울꺼 같아서 봄 가을에나 입을꺼 같네요,5.0,False,L(린넨),175.0,75.0,남성,2026-06-28 18:49:58,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(린넨),2026,6,28,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85836632,general,공감하는그린가방,입어봤는데 사이즈도 넉넉하고 좋아요 색깔도 화면과 같이 밝고 이쁘네요 다음에는 네이비도 구매 의사 있습니다,4.0,False,XL(린넨),175.0,97.0,남성,2026-06-27 16:23:28,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 약간 있음,False,0,filluminate,상의,XL,(린넨),2026,6,27,토,4,응답,조금 큼,화면과 비슷,매우 좋음,약간 있음,,,,5.0,,,3.0,1.0,1.0,0.0,0.0,,
994588,85806308,general,rlawo23,전형적인 린넨 소재의 느낌은 아니여서 조금 아쉽네요. 그래도 편하게 입기에는 좋은 것 같고 사이즈 감이 조금 아쉽습니다ㅜㅜ,4.0,False,XL(린넨),181.0,90.0,남성,2026-06-26 20:54:34,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,XL,(린넨),2026,6,26,금,4,응답,조금 큼,화면과 비슷,보통,거의 없음,,,,3.0,,,4.0,1.0,1.0,0.0,0.0,,
994588,85797958,general,피곤한광화문코튼,배송 추적은 조금 반응이 느리지만 불만스럽지 않아요.,4.0,False,XL(린넨),178.0,90.0,남성,2026-06-26 17:49:16,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,False,0,filluminate,상의,XL,(린넨),2026,6,26,금,4,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,4.0,,,3.0,1.0,1.0,0.0,0.0,,
994588,85792852,general,Twlee.,퀄리티도 가격대비 좋아서 하나 더 구입할까 생각중이에요.,5.0,False,XL(린넨),180.0,80.0,남성,2026-06-26 16:12:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,(린넨),2026,6,26,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85788000,general,자이언트실바,무난하게 여러 코디맞춰입기 좋을거 같습니다 비침은 있습니다,5.0,False,L(린넨),177.0,83.0,missing,2026-06-26 14:33:51,사이즈: 정사이즈 / 화면 대비 색감: 매우 밝음 / 퀄리티: 좋음 / 구김: 많음,True,0,filluminate,상의,L,(린넨),2026,6,26,금,5,응답,정사이즈,매우 밝음,좋음,많음,,,,4.0,,,2.0,0.0,0.0,2.0,2.0,,
994588,85781311,general,고혹적인옥색가방,구김이 잘 가지 않는 소재여서 여름철 옷관리에 좋습니다.,5.0,False,XL(린넨),185.0,85.0,남성,2026-06-26 11:29:16,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,False,0,filluminate,상의,XL,(린넨),2026,6,26,금,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,0.0,0.0,0.0,0.0,,
994588,85774066,general,슥자,배송 포장 모두 좋습니다 여름 기본 셔츠로 입기 좋아요,5.0,False,L(린넨),170.0,72.0,남성,2026-06-26 07:17:28,사이즈: 정사이즈 / 화면 대비 색감: 밝음 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,6,26,금,5,응답,정사이즈,밝음,좋음,약간 있음,,,,4.0,,,3.0,0.0,0.0,1.0,1.0,,
994588,85770610,general,웅애,질도좋고 두께감은있어서 완전더울때는힘들것같아용,5.0,False,L(린넨),180.0,80.0,남성,2026-06-26 01:02:57,사이즈: 정사이즈 / 화면 대비 색감: 매우 밝음 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,L,(린넨),2026,6,26,금,5,응답,정사이즈,매우 밝음,매우 좋음,거의 없음,,,,5.0,,,4.0,0.0,0.0,2.0,2.0,,
994588,85768059,general,괜찮은뉴욕페도라,린넨이라 약간의 구김은 있지만 소재가 탄탄해서 많이 생기진 않아요. 편하게 걸치기 좋습니당,5.0,False,XL(린넨),165.0,55.0,여성,2026-06-25 23:50:27,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 약간 있음,True,0,filluminate,상의,XL,(린넨),2026,6,25,목,5,응답,정사이즈,화면과 비슷,매우 좋음,약간 있음,,,,5.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85768016,general,괜찮은뉴욕페도라,탄탄한 소재라 맘에 들어요. 건조기 돌렸는데 줄어드는 것도 없고 구김도 잘 안생겨요,5.0,False,XL(옥스포드),165.0,55.0,여성,2026-06-25 23:49:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,XL,(옥스포드),2026,6,25,목,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,0.0,0.0,0.0,0.0,,
994588,85761357,general,고양이가우주정복,소재랑 핏 모두 만족합니다.  다만 비침이 있어서 포켓이 양쪽에 있었다면 .. 하는 작은 바램이 있습니다.  핏은 넉넉해서 휴양지에서 다양하게 매치할 예정.,5.0,False,XL(린넨),185.0,84.0,남성,2026-06-25 21:49:54,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,(린넨),2026,6,25,목,5,응답,조금 큼,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,1.0,1.0,0.0,0.0,,
994588,85728355,general,우수한LA캡모자,깔끔하고 무난한 셔츠예요. 핏도 적당하고 무난무난 그 자체,5.0,False,XL(옥스포드),186.0,84.0,남성,2026-06-25 09:58:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,(옥스포드),2026,6,25,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85664066,general,벌크업된송파구두,지금 날씨에 부지런히 입어야 겠어요 두께감이 있는 린넨이라 한여름에는 더울것 같습니다,4.0,False,M(린넨),177.0,70.0,남성,2026-06-24 09:15:40,사이즈: 조금 큼 / 화면 대비 색감: 매우 밝음 / 퀄리티: 매우 좋음 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,6,24,수,4,응답,조금 큼,매우 밝음,매우 좋음,약간 있음,,,,5.0,,,3.0,1.0,1.0,2.0,2.0,,
994588,85663772,style,벌크업된송파구두,린넨인데 생각보다 많이 두꺼워서 여름에는 못입을것 같아요 사이즈도 평소에 입던 사이즈로 주문했는데 여유있게 잘 맞아요 길이가 약간 길지만 넣어서 입으면 불편함은 없어요,4.0,False,M(린넨),177.0,70.0,남성,2026-06-24 09:09:48,사이즈: 조금 큼 / 화면 대비 색감: 매우 밝음 / 퀄리티: 매우 좋음 / 구김: 거의 없음,True,0,filluminate,상의,M,(린넨),2026,6,24,수,4,응답,조금 큼,매우 밝음,매우 좋음,거의 없음,,,,5.0,,,4.0,1.0,1.0,2.0,2.0,,
994588,85638856,general,클래식한연희동핀,린넨셔츠 디자인 핏 다 만족합니다 색상도 예쁘고 올 여름 잘 입고 다닐듯 하네요 가격 또한 만족 이번 무진장 쇼핑 템중 만족하는 제품입니다,5.0,False,M(린넨),170.0,68.0,남성,2026-06-23 21:28:53,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,6,23,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85638817,style,클래식한연희동핀,린넨셔츠로는 디자인 핏 다 만족합니다 색상도 예쁘고 올 여름 잘 입고 다닐듯 하네요 가격 또한 만족 이번 무진장 쇼핑 템중 만족하는 제품입니다,5.0,False,M(린넨),170.0,68.0,남성,2026-06-23 21:28:23,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,6,23,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85596906,style,강한스톡홀름패션,세일하면서 저렴하게 잘구매했습니다 다만 일반적인 린렌셔츠보다는 두꺼워요,4.0,False,M(린넨),176.0,76.0,남성,2026-06-23 04:31:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,6,23,화,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85589843,general,원활한초록랭킹룩,일반적인 얇은 린넨이 아닙니다 한여름엔 힘들고 3계절 가능합니다,5.0,False,L(린넨),181.0,85.0,남성,2026-06-22 23:25:23,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(린넨),2026,6,22,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85577110,style,훈훈한그리스소품,루즈핏이고 면이좀 두껍긴합니다 안에 받쳐입는 형태가 좋아요 그냥 무난해요,5.0,False,M(린넨),180.0,78.0,남성,2026-06-22 19:39:13,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,6,22,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85574293,general,인기있는남산재킷,조금 두꺼운편이예요 질감은 좋습니다 배송빨라요,4.0,False,S(린넨),158.0,44.0,여성,2026-06-22 18:41:14,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,S,(린넨),2026,6,22,월,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85567909,general,Mydayjun,무난한 기본템 와이셔츠 저렴한 가격에 잘 샀습니다!,5.0,False,M(옥스포드),177.0,74.0,남성,2026-06-22 16:32:55,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,M,(옥스포드),2026,6,22,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
994588,85567132,general,다모앙,생각보다 사이즈가 큰편이고요.  두께도 두꺼워요. 그런데 옷은 이쁘고 완성도가 높아보입니다.  가을되면 입어야겠어요,5.0,False,L(린넨),176.0,65.0,남성,2026-06-22 16:17:09,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,6,22,월,5,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,4.0,,,3.0,1.0,1.0,0.0,0.0,,
994588,85541979,general,서제독,장마철이나 에어컨 바람 밑에서 시원하게 잘 입겠어요. 세일기간 저렴하게 잘샀어요,5.0,False,L(린넨),181.0,77.0,남성,2026-06-22 00:38:45,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,6,22,월,5,응답,조금 큼,밝음,좋음,약간 있음,,,,4.0,,,3.0,1.0,1.0,1.0,1.0,,
994588,85529992,general,럭셔리한신촌슬림,감사합니다 잘입을꼐요 감사합니다 감사합니다,4.0,False,L(린넨),175.0,76.0,남성,2026-06-21 21:30:53,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(린넨),2026,6,21,일,4,응답,조금 큼,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,1.0,1.0,0.0,0.0,,
﻿3791891,85877052,general,꼬나보나,사이즈 딱맞고 시원해버이고 체크 무늬가 이쁘다,5.0,False,L,177.0,70.0,남성,2026-06-28 19:25:40,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85875341,general,럭셔리한청록룩북,남편이 사달라고 해서 구매 했는데 제가 입고 있어여ㅋㅋ  요즘 저녁에는 좀 쌀쌀해서 편하게 코디 할 수있어요!!,5.0,False,L,178.0,74.0,남성,2026-06-28 18:36:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 전혀 없음,False,0,filluminate,상의,L,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,매우 좋음,전혀 없음,,,,5.0,,,5.0,0.0,0.0,0.0,0.0,,
3791891,85873604,general,예포마을대장,"화면이랑 똑같고, 면 재질도 너무 좋습니다! 자주 입을거 같아요.",5.0,False,M,172.0,78.0,남성,2026-06-28 17:42:28,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,4.0,0.0,0.0,0.0,0.0,,
3791891,85871796,style,꾸밈없는자색크롭,여름에 입기엔 살짝 두꺼워요 그래도 색상도 이쁘고 할인해서 잘샀어요,5.0,False,XL,177.0,72.0,남성,2026-06-28 16:49:01,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85871778,general,꾸밈없는자색크롭,여름에 입기에는 살짝 더울 것 같아요. 할인해서 미리 구입했는데 좋아요,5.0,False,XL,177.0,72.0,남성,2026-06-28 16:48:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85869816,general,뉴비뉴비뉴다,옷 핏이 정말 이쁘고 옷이 정말 시원해서 좋아요 매일 입어요,5.0,False,L,177.0,70.0,남성,2026-06-28 15:51:23,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85867848,general,손우방,잘어울네요 생각보다 좋습니다 ㅎㅎ 다른색상구매의사.있어요,5.0,False,L,177.0,90.0,남성,2026-06-28 14:54:18,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85859143,general,1225전역,옷이 참 좋네요 재질도 안 구겨져서 좋아요 사이즈도 띡입니다,5.0,False,XL,182.0,85.0,남성,2026-06-28 09:53:09,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 전혀 없음,False,0,filluminate,상의,XL,,2026,6,28,일,5,응답,조금 큼,화면과 비슷,좋음,전혀 없음,,,,4.0,,,5.0,1.0,1.0,0.0,0.0,,
3791891,85857783,general,해경합격하자,아직 밖에 입은건 아니지만 생각 보다 ㅠㅠ 크네요… 아쉽지만 입겟어요,3.0,False,L,176.0,82.0,남성,2026-06-28 08:28:20,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,6,28,일,3,응답,조금 큼,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,1.0,1.0,0.0,0.0,,
3791891,85854015,general,착한서울숲퍼프,기대안했는데  많이 팔린이유가 있네요  너뮤 이뻐요,5.0,False,L,182.0,70.0,남성,2026-06-28 00:53:46,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,6,28,일,5,응답,정사이즈,화면과 비슷,매우 좋음,약간 있음,,,,5.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85851606,general,진지한대구머리띠,옷 자체 마감이나 재질은 좋고 핏도 좋아서 잘 입을거 같아욤,5.0,False,L,176.0,64.0,남성,2026-06-27 23:26:29,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,True,0,filluminate,상의,L,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,4.0,0.0,0.0,0.0,0.0,,
3791891,85845200,general,분명한회색로우진,가성비 좋고 키가 큰 저한테도 살짝 오버사이즈라 너무 좋아요~,5.0,False,XL,191.0,90.0,남성,2026-06-27 20:21:03,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,0.0,0.0,0.0,0.0,,
3791891,85845151,style,gyum.,한여름을 제외하고는 아무때나 입을수 있을것같은 두께감이고 단품으로도 입어도되고 이너로도 잘 입을수 있을것 같습니다 디자인도 만족스럽습니다,5.0,False,M,173.0,69.0,남성,2026-06-27 20:19:42,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85839609,general,스타양,무지흰티에 걸치고 다닐 아우터가 없었는데 같이 매칭시키기 좋은것 같아여 다만 살짝 두꺼운 감이 있어서 여름철에는 살짝 더울 수도 있을 것 같습니다.,5.0,False,M,165.0,60.0,남성,2026-06-27 17:35:31,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 전혀 없음,True,0,filluminate,상의,M,,2026,6,27,토,5,응답,조금 큼,화면과 비슷,매우 좋음,전혀 없음,,,,5.0,,,5.0,1.0,1.0,0.0,0.0,,
3791891,85838297,general,레인92,핏도 예쁘고 셔츠 어디서 삿냐고 주위에서 자주 듣습니다!,5.0,False,L,176.0,75.0,남성,2026-06-27 17:06:32,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85838281,style,레인92,핏도 예쁘고 셔츠 어디서 삿냐고 주위에서 자주 듣습니다!,5.0,False,L,176.0,75.0,남성,2026-06-27 17:06:11,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85835670,general,로켓배송무신사,선선한 날씨에 입기 좋을 듯 합니다. 색감도 예쁘고 마감도 좋네요.,5.0,False,XL,181.0,85.0,남성,2026-06-27 15:57:27,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,좋음,약간 있음,,,,4.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85832733,style,범범츠,"저렴한 가격에 잘 구매했습니다 정사이즈, 구김적고 옷도 나름 빤빤한데 시원헤요 가성비 갑입니다",5.0,False,L,172.0,73.0,남성,2026-06-27 14:41:02,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,L,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,4.0,0.0,0.0,0.0,0.0,,
3791891,85826747,general,자유로운녀석,역시 필루미네이트는 기대를 저버리지 않습니다,5.0,False,XL,183.0,100.0,남성,2026-06-27 11:50:46,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 많음,True,0,filluminate,상의,XL,,2026,6,27,토,5,응답,조금 큼,화면과 비슷,좋음,많음,,,,4.0,,,2.0,1.0,1.0,0.0,0.0,,
3791891,85826207,general,대담한쿠바스웨터,얇아서 여름에 무난하게 코디하기 좋은거 같아요. 옷은 살짝 큰듯?,5.0,False,M,172.0,54.0,남성,2026-06-27 11:34:12,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,False,0,filluminate,상의,M,,2026,6,27,토,5,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,4.0,,,3.0,1.0,1.0,0.0,0.0,,
3791891,85818494,general,전문적인방배후드,셔츠 잘 안입는데 입어보려고 샀습니다. 너무 마음에 들고 다른 셔츠는 잘 안맞는 것 같아서 사도 반품했는데 이번엔 입을 것 같아요,5.0,False,XL,191.0,94.0,남성,2026-06-27 02:38:38,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,4.0,0.0,0.0,0.0,0.0,,
3791891,85815116,style,해와 리포터,상의 핏과 색이 사진이랑 똑같아요 두께도 적당해서 덥지 않게 입을 수 있을 거 같아요,5.0,False,XL,180.0,87.0,남성,2026-06-27 00:06:04,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85815105,general,해와 리포터,상의 핏과 색이 사진이랑 똑같아요 두께도 적당해서 덥지 않게 입을 수 있을 거 같아요,5.0,False,XL,180.0,87.0,남성,2026-06-27 00:05:43,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,27,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85805557,general,백산♡,아들이 입고싶어해서 구매했습니다. 이쁜 체크패턴이고 봄가을용이네요. 사이즈가 아들한텐 좀 큽니다. 그래도 마음에 들어하니 다행이네요ㅎㅎ,5.0,False,M,170.0,63.0,남성,2026-06-26 20:38:08,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,6,26,금,5,응답,조금 큼,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,1.0,1.0,0.0,0.0,,
3791891,85793371,general,그냥가보는중,"남친룩의 정석적 느낌, 꾸안꾸로도 입기 좋고 옷 이쁘단 이야기 많이 듣네요",5.0,False,M,173.0,74.0,남성,2026-06-26 16:23:38,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,M,,2026,6,26,금,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,4.0,0.0,0.0,0.0,0.0,,
3791891,85792846,general,Twlee.,퀄리티도 가격대비 좋아서 하나 더 구입할까 생각중이에요.,5.0,False,XL,180.0,80.0,남성,2026-06-26 16:12:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,,2026,6,26,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85792447,general,졔이예스,사이즈도 좋고 다른 템들이랑 같이 입기도 좋습니다,5.0,False,L,178.0,70.0,남성,2026-06-26 16:04:23,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,,2026,6,26,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85776374,style,러야챠즈ㅜ유,가성비 나쁘지 않네요 적당히 이쁩니다 추천해여,4.0,False,XL,186.0,82.0,남성,2026-06-26 09:04:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,26,금,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85776361,general,러야챠즈ㅜ유,가성비 나쁘지 않네요 적당히 이쁩니다 추천해여,5.0,False,XL,186.0,82.0,남성,2026-06-26 09:04:16,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,6,26,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,
3791891,85775304,general,워니리1,소재는 얇은 소재이고 팔길이가 통이 비해 애매해서 접어 입어야 할것 같아요,4.0,False,XL,179.0,100.0,남성,2026-06-26 08:27:29,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,6,26,금,4,응답,조금 큼,화면과 비슷,보통,거의 없음,,,,3.0,,,4.0,1.0,1.0,0.0,0.0,,
3791891,85773425,general,몽상곰,이 가격에 좋네요 핏도 이쁘고 만족합니다 강추합니다,5.0,False,XL,180.0,82.0,남성,2026-06-26 06:00:56,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,6,26,금,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,4.0,0.0,0.0,0.0,0.0,,
